glide_file,best_ng_match,hamming_distance
THE LEGEND OF ZELDA#D0009EDF#4#0_all.png,textures/kanji/gMsgKanji8AAETex.png,0
THE LEGEND OF ZELDA#415F0D4E#3#1_all.png,textures/item_name_static/gPoachersSawItemNameGERTex.png,8
THE LEGEND OF ZELDA#303B4923#4#0_all.png,textures/kanji/gMsgKanji9146Tex.png,0
THE LEGEND OF ZELDA#F627D62F#3#1_all.png,textures/icon_item_nes_static/gPauseSavePromptENGTex.png,0
THE LEGEND OF ZELDA#CC9FD972#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#A2EAF0B4#2#1#8957CCE9_ciByRGBA.png,objects/object_toryo/object_toryo_Tex_001240.png,0
THE LEGEND OF ZELDA#C538241E#3#1_all.png,textures/icon_item_nes_static/gPauseWaterTitleENGTex.png,0
THE LEGEND OF ZELDA#A5F6391B#0#2_all.png,objects/object_gndd/gYoungGanondorfGerudoFabricTex.png,0
THE LEGEND OF ZELDA#46806B08#2#1#8B62F979_ciByRGBA.png,objects/object_ta/gTalonEyeOpenTex.png,0
THE LEGEND OF ZELDA#F7D9BA8D#0#2_all.png,objects/object_link_boy/gLinkAdultBootBuckleTex.png,2
THE LEGEND OF ZELDA#84926C8A#2#1#A65B7958_ciByRGBA.png,objects/object_zf/gZfDinolfosNormalEyeTex.png,0
THE LEGEND OF ZELDA#E59EED0E#3#1_all.png,textures/icon_item_jpn_static/gPauseToQuestStatusJPNTex.png,0
THE LEGEND OF ZELDA#1447635D#4#0_all.png,scenes/mq/MIZUsin_scene/MIZUsin_room_6Tex_006300.png,0
THE LEGEND OF ZELDA#4EB0578A#0#3_all.png,textures/icon_item_24_static/gQuestIconGoldSkulltulaTex.png,0
THE LEGEND OF ZELDA#2020EECB#4#0_all.png,objects/object_am/object_amTex_002638.png,0
THE LEGEND OF ZELDA#8C8F3127#3#1_all.png,textures/title_static/gFileSelCheckBrightnessENGTex.png,0
THE LEGEND OF ZELDA#45D12D5A#4#0_all.png,textures/map_i_static/gFireTempleRoom21Floor3MinimapTex.png,0
THE LEGEND OF ZELDA#A2EA5899#4#1_all.png,textures/nintendo_rogo_static/nintendo_rogo_staticTex_0029C0.png,0
THE LEGEND OF ZELDA#94982265#4#1_all.png,scenes/mq/jyasinzou_scene/gSpiritTempleNightEntranceTex.png,0
THE LEGEND OF ZELDA#4DD42EDC#3#0_all.png,textures/item_name_static/gDekuStickItemNameJPNTex.png,0
THE LEGEND OF ZELDA#43C8428B#0#3_all.png,objects/object_im/object_im_Tex_007750.png,8
THE LEGEND OF ZELDA#7A300CAA#3#0_all.png,textures/do_action_static/gNum8DoActionJPNTex.png,8
THE LEGEND OF ZELDA#AA9A8A27#0#2_all.png,objects/object_vm/gBeamosEyeOutlineTex.png,0
THE LEGEND OF ZELDA#9A3D2FB0#0#2_all.png,objects/object_niw/gCuccoBaseFeathersTex.png,0
THE LEGEND OF ZELDA#70EB5C14#0#3_all.png,textures/icon_item_static/gItemIconDekuNutTex.png,0
THE LEGEND OF ZELDA#A73EA841#4#0_all.png,textures/kanji/gMsgKanji93CDTex.png,0
THE LEGEND OF ZELDA#3970A7A4#0#2_all.png,scenes/mq/HIDAN_scene/HIDAN_room_18Tex_0027F8.png,0
THE LEGEND OF ZELDA#9BD82545#3#1_all.png,textures/g_pn_42/gLonLonRanchTitleCardGERTex.png,8
THE LEGEND OF ZELDA#6225CEF6#2#0#1659040E_ciByRGBA.png,scenes/shared/spot07_scene/spot07_room_1Tex_008AD8.png,0
THE LEGEND OF ZELDA#9D2AF64F#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#3A57B540#3#1_all.png,textures/map_name_static/gZorasFountainPositionNameJPNTex.png,0
THE LEGEND OF ZELDA#AF504056#3#1_all.png,textures/g_pn_48/gStableTitleCardGERTex.png,0
THE LEGEND OF ZELDA#5DF65469#4#0_all.png,textures/kanji/gMsgKanji8356KatakanaShiTex.png,0
THE LEGEND OF ZELDA#45A82BF4#3#0_all.png,textures/do_action_static/gReelDoActionENGTex.png,8
THE LEGEND OF ZELDA#C8D57BFA#2#1#011C7790_ciByRGBA.png,objects/object_cne/gCneDressNeckTex.png,2
THE LEGEND OF ZELDA#6E399AEE#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#022E958A#3#1_all.png,textures/title_static/gFileSelWaterMedallionTex.png,0
THE LEGEND OF ZELDA#DA574BBB#4#0_all.png,textures/kanji/gMsgKanji82ADHiraganaKuTex.png,0
THE LEGEND OF ZELDA#0E0FC8AD#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#58D1D227#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#444B8019#4#0_all.png,textures/nes_font_static/gMsgChar99LatinSmallLetterIWithDiaeresisTex.png,0
THE LEGEND OF ZELDA#7FF555E3#3#0_all.png,textures/map_name_static/gHyruleFieldPointNameENGTex.png,0
THE LEGEND OF ZELDA#309C0809#4#0_all.png,textures/kanji/gMsgKanji8C92Tex.png,2
THE LEGEND OF ZELDA#BB221DF3#0#2_all.png,scenes/mq/jyasinzou_scene/gSpiritTempleNightEntranceTex.png,0
THE LEGEND OF ZELDA#520EB5CA#0#2_all.png,objects/object_skj/object_skjTex_005B80.png,0
THE LEGEND OF ZELDA#50A82CFF#4#0_all.png,textures/map_i_static/gSpiritTempleRoom4Floor1MinimapTex.png,0
THE LEGEND OF ZELDA#AA4ACA6F#0#2_all.png,scenes/mq/Bmori1_scene/Bmori1_room_14Tex_004160.png,0
THE LEGEND OF ZELDA#3994343F#3#1_all.png,textures/icon_item_static/gPauseMap03Tex.png,0
THE LEGEND OF ZELDA#CA65C206#4#0_all.png,textures/kanji/gMsgKanji828DLowercaseMTex.png,2
THE LEGEND OF ZELDA#E13356C5#2#1#50401E10_ciByRGBA.png,scenes/mq/ddan_scene/ddan_room_0Tex_011C98.png,0
THE LEGEND OF ZELDA#B663AB62#3#0_all.png,textures/item_name_static/gFairyOcarinaItemNameENGTex.png,8
THE LEGEND OF ZELDA#8F870939#0#3_all.png,textures/icon_item_static/gItemIconBombBag30Tex.png,2
THE LEGEND OF ZELDA#E446EBCB#4#0_all.png,textures/kanji/gMsgKanji8F49Tex.png,0
THE LEGEND OF ZELDA#1EAD72E4#3#0_all.png,textures/item_name_static/gCuccoItemNameFRATex.png,0
THE LEGEND OF ZELDA#A9FE9F4E#0#2_all.png,scenes/mq/HAKAdanCH_scene/HAKAdanCH_room_1Tex_009758.png,0
THE LEGEND OF ZELDA#C3A026F6#2#1#4586AA76_ciByRGBA.png,objects/object_link_boy/gLinkAdultEarringTex.png,2
THE LEGEND OF ZELDA#74681E1F#3#1_all.png,textures/g_pn_56/gBombchuShopTitleCardJPNTex.png,0
THE LEGEND OF ZELDA#09C32A29#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#4F7F7DDC#2#1#4D902750_ciByRGBA.png,scenes/mq/MIZUsin_scene/MIZUsin_room_14Tex_004E80.png,0
THE LEGEND OF ZELDA#C5D49C05#3#0_all.png,textures/icon_item_fra_static/gPauseToMapFRATex.png,8
THE LEGEND OF ZELDA#945F9560#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#DD25AF25#0#3_all.png,textures/icon_item_static/gItemIconMaskGoronTex.png,6
THE LEGEND OF ZELDA#F956166F#2#1#1859FC37_ciByRGBA.png,objects/object_gla/gGerudoPurpleNavelTex.png,0
THE LEGEND OF ZELDA#B00B0466#2#1#B66EF49E_ciByRGBA.png,scenes/shared/spot18_scene/spot18_room_0Tex_0117C8.png,0
THE LEGEND OF ZELDA#3E3B51D5#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#381A85D4#4#1_all.png,objects/object_ahg/object_ahg_Tex_00097C.png,0
THE LEGEND OF ZELDA#E7124E62#3#1_all.png,textures/map_name_static/gLostWoodsPositionNameFRATex.png,0
THE LEGEND OF ZELDA#31FDB2BA#0#2_all.png,objects/object_zl1/gChildZelda1PointedHairOnSideTex.png,2
THE LEGEND OF ZELDA#56EE237A#3#0_all.png,textures/item_name_static/gZoraTunicItemNameFRATex.png,0
THE LEGEND OF ZELDA#13C36068#4#0_all.png,textures/kanji/gMsgKanji8CC2Tex.png,0
THE LEGEND OF ZELDA#E275D849#4#1_all.png,textures/parameter_static/gCounterDigit1Tex.png,0
THE LEGEND OF ZELDA#57707246#2#1#C3544667_ciByRGBA.png,scenes/mq/men_scene/men_room_1Tex_007A70.png,0
THE LEGEND OF ZELDA#4E050EA6#3#0_all.png,textures/do_action_static/gPutAwayDoActionGERTex.png,0
THE LEGEND OF ZELDA#CED40948#3#0_all.png,textures/item_name_static/gBrokenGoronsSwordItemNameJPNTex.png,0
THE LEGEND OF ZELDA#470D296C#4#0_all.png,textures/kanji/gMsgKanji8FD8Tex.png,0
THE LEGEND OF ZELDA#D97B2764#0#2_all.png,scenes/shared/spot10_scene/spot10_sceneTex_00DA30.png,0
THE LEGEND OF ZELDA#7B9D84D0#2#0#37184AE5_ciByRGBA.png,objects/object_tk/object_tkTex_005440.png,2
THE LEGEND OF ZELDA#DFCB8BDA#2#1#F3BB5F91_ciByRGBA.png,objects/object_md/gMidoTex_53F0.png,6
THE LEGEND OF ZELDA#2879D8DF#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#B7EBBB1A#2#1#D282C25F_ciByRGBA.png,objects/object_zl2/gZelda2MouthHappyTex.png,0
THE LEGEND OF ZELDA#740F13A8#3#0_all.png,textures/item_name_static/gPreludeOfLightItemNameFRATex.png,0
THE LEGEND OF ZELDA#5F2579E1#3#0_all.png,textures/item_name_static/gBombBag40ItemNameFRATex.png,0
THE LEGEND OF ZELDA#0FF1F470#2#1#FECE6D89_ciByRGBA.png,scenes/shared/spot16_scene/spot16_sceneTex_012798.png,0
THE LEGEND OF ZELDA#0C51EE40#0#2_all.png,objects/object_ka/object_ka_Tex_004C00.png,0
THE LEGEND OF ZELDA#D814B312#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#BFFFDDF9#2#1#77C2EDF5_ciByRGBA.png,objects/object_toryo/object_toryo_Tex_001160.png,8
THE LEGEND OF ZELDA#ABA64C44#3#2_all.png,objects/object_ta/gTalonRedTex.png,1
THE LEGEND OF ZELDA#9D2CADAF#0#2_all.png,objects/object_dodongo/gDodongoFaceTex.png,0
THE LEGEND OF ZELDA#61D9CCD9#3#1_all.png,textures/icon_item_dungeon_static/gDungeonMap4FButtonTex.png,2
THE LEGEND OF ZELDA#7F579284#0#2_all.png,textures/icon_item_dungeon_static/gDungeonMapSkullTex.png,6
88216fee#2#1#0f26836c.png,scenes/mq/jyasinzou_scene/jyasinzou_room_1Tex_006B48.png,4
THE LEGEND OF ZELDA#B7180154#3#1_all.png,textures/icon_item_static/gPauseEquipment02Tex.png,0
THE LEGEND OF ZELDA#2CDC31B9#2#1#0D3228EE_ciByRGBA.png,scenes/mq/ddan_scene/ddan_room_3Tex_00BC38.png,2
THE LEGEND OF ZELDA#B9C9B05B#4#0_all.png,textures/nes_font_static/gMsgChar5ALatinCapitalLetterZTex.png,0
THE LEGEND OF ZELDA#6C4051ED#2#1#94C1C336_ciByRGBA.png,objects/object_gla/gGerudoPurpleEyeClosedTex.png,0
THE LEGEND OF ZELDA#B946F1FC#4#0_all.png,textures/kanji/gMsgKanji91B1Tex.png,0
THE LEGEND OF ZELDA#78FEE0BF#4#0_all.png,textures/kanji/gMsgKanji828FLowercaseOTex.png,0
THE LEGEND OF ZELDA#1A4CAE0D#4#0_all.png,textures/nes_font_static/gMsgChar92LatinSmallLetterAWithCircumflexTex.png,0
THE LEGEND OF ZELDA#5F11C2BF#0#2_all.png,objects/object_wallmaster/gWallmasterUnderSkinTex.png,0
THE LEGEND OF ZELDA#890EB4C9#3#0_all.png,textures/item_name_static/gOddPotionItemNameFRATex.png,0
THE LEGEND OF ZELDA#6AAB7E1D#0#2_all.png,objects/object_tsubo/object_tsubo_Tex_000000.png,2
THE LEGEND OF ZELDA#C2C0E998#0#2_all.png,objects/object_horse_link_child/object_horse_link_childTex_008320.png,0
THE LEGEND OF ZELDA#BC3ED812#0#3_all.png,textures/icon_item_static/gItemIconShieldDekuTex.png,2
THE LEGEND OF ZELDA#CE387781#4#0_all.png,textures/nes_font_static/gMsgChar8CLatinCapitalLetterUWithGraveTex.png,4
THE LEGEND OF ZELDA#B03ACE69#2#1#041B26E7_ciByRGBA.png,objects/object_link_child/gLinkChildGoronMaskMouthTex.png,0
THE LEGEND OF ZELDA#FD75E97A#3#1_all.png,textures/map_name_static/gGraveyardPositionNameFRATex.png,8
THE LEGEND OF ZELDA#8DF87DD9#3#0_all.png,textures/item_name_static/gBoleroOfFireItemNameGERTex.png,8
THE LEGEND OF ZELDA#E819428B#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#16B0DEA1#3#2_all.png,textures/title_static/gFileSelBackspaceButtonTex.png,2
THE LEGEND OF ZELDA#BE7FADCC#4#0_all.png,textures/nes_font_static/gMsgChar2FSolidusTex.png,0
THE LEGEND OF ZELDA#3EE0D1B5#2#0#B540C803_ciByRGBA.png,objects/object_shop_dungen/gShopDungenStone2Tex.png,0
THE LEGEND OF ZELDA#1F170D18#2#0#00000006_ciByRGBA.png,scenes/shared/syatekijyou_scene/syatekijyou_sceneTex_003940.png,2
THE LEGEND OF ZELDA#54507D42#2#1#DAE8CBF4_ciByRGBA.png,scenes/shared/ganon_sonogo_scene/ganon_sonogo_room_2Tex_005A40.png,0
THE LEGEND OF ZELDA#9C390C72#4#0_all.png,textures/kanji/gMsgKanji9166Tex.png,0
THE LEGEND OF ZELDA#188F0871#2#1#30DF7048_ciByRGBA.png,objects/object_ik/object_ik_Tex_0176B8.png,0
THE LEGEND OF ZELDA#46D11A4F#2#1#C0D7D67E_ciByRGBA.png,objects/object_sd/gEnHeishiUniformGoldTriforceTex.png,0
THE LEGEND OF ZELDA#2FDA9364#0#2_all.png,objects/object_ssh/object_ssh_Tex_000BE0.png,6
THE LEGEND OF ZELDA#7860D648#3#1_all.png,textures/map_name_static/gGerudosFortressPositionNameGERTex.png,0
THE LEGEND OF ZELDA#C87D3EF6#4#0_all.png,textures/nes_font_static/gMsgChar31Digit1Tex.png,0
THE LEGEND OF ZELDA#4D0F9DA6#2#1#2FB841E1_ciByRGBA.png,scenes/mq/bdan_scene/bdan_room_12Tex_0038E0.png,0
THE LEGEND OF ZELDA#0885AC61#3#1_all.png,textures/icon_item_jpn_static/gPauseIceCavernTitleJPNTex.png,0
THE LEGEND OF ZELDA#4ED1167F#4#0_all.png,textures/kanji/gMsgKanji926CTex.png,2
THE LEGEND OF ZELDA#63B92BAB#4#1_all.png,scenes/shared/ganon_final_scene/ganon_final_sceneTex_003D80.png,0
THE LEGEND OF ZELDA#37957302#4#0_all.png,textures/kanji/gMsgKanji8149ExclamationMarkTex.png,0
THE LEGEND OF ZELDA#B39228AC#0#2_all.png,scenes/shared/kenjyanoma_scene/kenjyanoma_room_0Tex_00A618.png,0
THE LEGEND OF ZELDA#EA1AF6B1#0#2_all.png,scenes/shared/hylia_labo_scene/hylia_labo_sceneTex_009790.png,0
THE LEGEND OF ZELDA#57F554C2#2#0#AF4210E9_ciByRGBA.png,scenes/shared/spot08_scene/spot08_sceneTex_0081A0.png,0
THE LEGEND OF ZELDA#CCE5BCCD#2#0#E58B4FB0_ciByRGBA.png,scenes/shared/ganon_tou_scene/ganon_tou_room_0Tex_00FF50.png,1
THE LEGEND OF ZELDA#B4422D50#0#3_all.png,scenes/mq/jyasinzou_scene/gSpiritTempleNightEntranceTex.png,0
THE LEGEND OF ZELDA#6F8AA934#0#2_all.png,scenes/shared/takaraya_scene/takaraya_room_0Tex_0063E0.png,0
THE LEGEND OF ZELDA#F797286D#2#1#4CC47144_ciByRGBA.png,objects/object_masterkokirihead/gKokiriShopkeeperMouthAndNoseTex.png,2
THE LEGEND OF ZELDA#56186139#3#1_all.png,objects/gameplay_field_keep/gFieldSandstorm2Tex.png,0
THE LEGEND OF ZELDA#2B72E8B2#0#3_all.png,textures/icon_item_static/gItemIconBowLightTex.png,0
THE LEGEND OF ZELDA#BFBDF4B6#3#1_all.png,textures/parameter_static/gAmmoDigit9Tex.png,0
THE LEGEND OF ZELDA#88931E64#0#2_all.png,objects/object_bv/object_bvTex_011BB8.png,0
THE LEGEND OF ZELDA#924BF9CA#4#1_all.png,scenes/shared/ganon_tou_scene/ganon_tou_sceneTex_003280.png,0
THE LEGEND OF ZELDA#78D9F4BD#3#2_all.png,textures/title_static/gFileSelWindow5Tex.png,2
THE LEGEND OF ZELDA#D59CA845#2#0#ED35440D_ciByRGBA.png,scenes/shared/spot07_scene/spot07_sceneTex_007798.png,2
THE LEGEND OF ZELDA#E181E6CC#4#0_all.png,textures/kanji/gMsgKanji8FE1Tex.png,0
THE LEGEND OF ZELDA#8286C4B1#2#1#EE2BB040_ciByRGBA.png,scenes/shared/spot04_scene/spot04_room_0Tex_015D08.png,0
THE LEGEND OF ZELDA#897803EB#4#0_all.png,scenes/shared/hairal_niwa_n_scene/hairal_niwa_n_sceneTex_0038F0.png,0
THE LEGEND OF ZELDA#63A3A165#4#0_all.png,textures/kanji/gMsgKanji8942Tex.png,2
THE LEGEND OF ZELDA#D11D529E#0#2_all.png,objects/object_vm/gBeamosTeethTex.png,0
THE LEGEND OF ZELDA#E6CBEF31#0#2_all.png,objects/object_horse_zelda/object_horse_zeldaTex_0034F8.png,0
THE LEGEND OF ZELDA#33BE0422#0#2_all.png,objects/object_ru2/object_ru2Tex_0056C0.png,0
THE LEGEND OF ZELDA#E03DDA99#4#0_all.png,textures/kanji/gMsgKanji8963Tex.png,2
THE LEGEND OF ZELDA#6438684D#4#0_all.png,textures/kanji/gMsgKanji8AA6Tex.png,0
THE LEGEND OF ZELDA#46F3ED41#3#0_all.png,textures/item_name_static/gMasterSwordItemNameJPNTex.png,0
THE LEGEND OF ZELDA#44DC46FD#4#0_all.png,textures/kanji/gMsgKanji82A6HiraganaETex.png,0
THE LEGEND OF ZELDA#0ECD7D48#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#27A3685E#2#1#12DC895F_ciByRGBA.png,objects/object_link_child/gLinkChildGoronMaskEyeTex.png,0
THE LEGEND OF ZELDA#D4C73078#2#1#8DCCC80C_ciByRGBA.png,objects/object_gla/gGerudoPurpleGlaiveGuard.png,2
THE LEGEND OF ZELDA#DA59A523#4#0_all.png,textures/nes_font_static/gMsgChar8CLatinCapitalLetterUWithGraveTex.png,0
THE LEGEND OF ZELDA#BBC2773D#0#2_all.png,objects/object_jj/gJabuJabuFinTex.png,2
THE LEGEND OF ZELDA#DED89636#2#1#5A0FE1C4_ciByRGBA.png,scenes/mq/jyasinzou_scene/jyasinzou_room_1Tex_006B48.png,0
THE LEGEND OF ZELDA#239AB367#3#0_all.png,textures/item_name_static/gPoachersSawItemNameGERTex.png,4
THE LEGEND OF ZELDA#7D74FDEA#2#1#C42D6045_ciByRGBA.png,objects/object_kw1/gKw1EyeHalfTex.png,0
THE LEGEND OF ZELDA#E449541A#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#BB72D0FB#4#0_all.png,textures/kanji/gMsgKanji8392KatakanaWoTex.png,0
THE LEGEND OF ZELDA#51E48DEC#0#2_all.png,objects/object_tite/object_tite_Tex_001700.png,4
THE LEGEND OF ZELDA#9AA293A9#0#2_all.png,objects/object_bdoor/gBossDoorShadowTex.png,0
THE LEGEND OF ZELDA#AA955BEF#2#1#CB481D5F_ciByRGBA.png,objects/object_link_child/gLinkChildGoronMaskNoseTex.png,0
THE LEGEND OF ZELDA#7A06CE92#2#1#62265CD7_ciByRGBA.png,objects/object_zl1/gChildZelda1UndershirtWrinklesTex.png,2
THE LEGEND OF ZELDA#CB223099#2#1#EA0C9888_ciByRGBA.png,scenes/mq/jyasinzou_scene/jyasinzou_room_0Tex_00B9D8.png,0
THE LEGEND OF ZELDA#D1ACDC97#2#1#01F3C852_ciByRGBA.png,scenes/mq/ddan_scene/ddan_room_4Tex_007558.png,2
THE LEGEND OF ZELDA#0E010E71#3#1_all.png,textures/icon_item_nes_static/gPauseNoENGTex.png,0
THE LEGEND OF ZELDA#7A05AD8A#0#2_all.png,scenes/shared/spot11_scene/spot11_sceneTex_0154E0.png,0
THE LEGEND OF ZELDA#F9C5E4B6#0#2_all.png,objects/object_gndd/gYoungGanondorfHairFringeTex.png,0
THE LEGEND OF ZELDA#3A070701#3#1_all.png,textures/icon_item_ger_static/gPauseQuestStatus10GERTex.png,0
THE LEGEND OF ZELDA#899223E9#2#1#0FD1D35E_ciByRGBA.png,scenes/shared/spot16_scene/spot16_sceneTex_013D98.png,0
THE LEGEND OF ZELDA#353D199C#2#1#C2C7B508_ciByRGBA.png,objects/object_link_boy/gLinkAdultDefaultGauntlet1Tex.png,0
THE LEGEND OF ZELDA#8E458E9B#4#0_all.png,textures/kanji/gMsgKanji967BTex.png,0
THE LEGEND OF ZELDA#BCACDF5B#2#1#6BDEF810_ciByRGBA.png,objects/object_boj/object_boj_Tex_0006FC.png,0
THE LEGEND OF ZELDA#F835678E#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#D3040D2D#4#0_all.png,textures/kanji/gMsgKanji964BTex.png,0
THE LEGEND OF ZELDA#27B844F3#2#1#205FFBE9_ciByRGBA.png,scenes/mq/Bmori1_scene/Bmori1_room_9Tex_006CB8.png,0
THE LEGEND OF ZELDA#790101DB#0#2_all.png,objects/object_gnd/gPhantomGanonLimbTex_00A200.png,0
THE LEGEND OF ZELDA#B7F909E1#3#1_all.png,textures/title_static/gFileSelAreYouSure2ENGTex.png,0
THE LEGEND OF ZELDA#6618CB25#3#0_all.png,textures/item_name_static/gWaterMedallionItemNameFRATex.png,8
THE LEGEND OF ZELDA#70A31E4E#2#1#A2A96B2A_ciByRGBA.png,objects/object_ru1/gRutoChildMouthOpenTex.png,0
THE LEGEND OF ZELDA#1B640FCB#4#0_all.png,textures/kanji/gMsgKanji9250Tex.png,2
THE LEGEND OF ZELDA#8C882910#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#5A6A0189#3#0_all.png,scenes/shared/spot00_scene/spot00_sceneTex_016A98.png,2
THE LEGEND OF ZELDA#88AEC984#2#0#EE44A89C_ciByRGBA.png,objects/object_jya_obj/gMegamiLeftCrumble4Tex.png,0
THE LEGEND OF ZELDA#70C34A0A#4#0_all.png,textures/kanji/gMsgKanji824FZeroTex.png,0
THE LEGEND OF ZELDA#09D8C5F9#4#0_all.png,objects/object_heavy_object/gHeavyBlockTex.png,2
THE LEGEND OF ZELDA#39093102#2#1#9ED38619_ciByRGBA.png,objects/object_hs/object_hs_Tex_005890.png,0
THE LEGEND OF ZELDA#0EAD0BDD#0#2_all.png,objects/object_ps/object_psTex_002978.png,2
THE LEGEND OF ZELDA#07A100D7#2#1#6521CDAF_ciByRGBA.png,objects/object_link_child/gLinkChildEyesRollRightTex.png,2
THE LEGEND OF ZELDA#A9939EFF#2#1#4FF370C7_ciByRGBA.png,objects/object_Bb/object_Bb_Tex_0014A0.png,3
THE LEGEND OF ZELDA#FC47EE24#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#5EE247E0#4#0_all.png,objects/object_gi_jewel/gGiGoronRubyScintillationTex.png,5
THE LEGEND OF ZELDA#84CCBF7E#0#2_all.png,objects/object_dy_obj/gGreatFairyEyeOpenTex.png,0
THE LEGEND OF ZELDA#1EB7CC25#3#0_all.png,textures/item_name_static/gNocturneOfShadowItemNameFRATex.png,8
THE LEGEND OF ZELDA#B0FB4D6C#2#1#66F82726_ciByRGBA.png,objects/object_zl1/gChildZelda1TriforceSashTex.png,2
THE LEGEND OF ZELDA#52D6558A#2#1#3BE679BB_ciByRGBA.png,objects/object_ms/gBeanSalesmanShoeTex.png,0
THE LEGEND OF ZELDA#52DBBA61#3#1_all.png,textures/icon_item_jpn_static/gPauseSelectItem20JPNTex.png,0
THE LEGEND OF ZELDA#EFD690DD#4#0_all.png,scenes/shared/bowling_scene/bowling_sceneTex_003720.png,0
THE LEGEND OF ZELDA#FBC4EB30#0#2_all.png,objects/object_zo/gZoraEyeClosedTex.png,2
THE LEGEND OF ZELDA#3A32437F#2#1#762A9B7E_ciByRGBA.png,scenes/mq/ddan_scene/gDCLavaFloor4Tex.png,2
THE LEGEND OF ZELDA#76429C5D#4#1_all.png,objects/gameplay_keep/gFlameWall2Tex.png,2
THE LEGEND OF ZELDA#7F94B8CE#4#0_all.png,textures/kanji/gMsgKanji9242Tex.png,0
THE LEGEND OF ZELDA#E6255938#4#1_all.png,objects/object_trap/gSlidingBladeTrapGradientTex.png,2
THE LEGEND OF ZELDA#C698D77A#0#2_all.png,objects/object_mamenoki/gMagicBeanPlatformStemTex.png,2
THE LEGEND OF ZELDA#350810B8#4#0_all.png,textures/kanji/gMsgKanji9245Tex.png,0
THE LEGEND OF ZELDA#D6C8DDB2#3#1_all.png,textures/title_static/gFileSelHoldJPNTex.png,0
THE LEGEND OF ZELDA#34955626#3#1_all.png,textures/map_name_static/gGraveyardPositionNameFRATex.png,0
THE LEGEND OF ZELDA#DB16A927#3#0_all.png,textures/item_name_static/gBombItemNameItemNameGERTex.png,0
THE LEGEND OF ZELDA#A7C431F6#0#2_all.png,objects/object_spot00_objects/gHyruleFieldCastleDrawbridgeBoltDL.png,2
THE LEGEND OF ZELDA#91917056#0#2_all.png,scenes/mq/HAKAdanCH_scene/HAKAdanCH_room_6Tex_0016A0.png,0
THE LEGEND OF ZELDA#374F2A7A#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#EF1C8830#3#1_all.png,textures/icon_item_nes_static/gPauseForestTitleENGTex.png,0
THE LEGEND OF ZELDA#32FAFD57#3#0_all.png,textures/item_name_static/gBunnyHoodItemNameENGTex.png,8
THE LEGEND OF ZELDA#BDBF712F#2#1#FE55D352_ciByRGBA.png,objects/object_cne/gCneBrownHairTex.png,0
THE LEGEND OF ZELDA#6866A3D6#0#2_all.png,scenes/mq/HAKAdanCH_scene/HAKAdanCH_room_1Tex_00A558.png,2
THE LEGEND OF ZELDA#F08F0F8E#4#0_all.png,textures/kanji/gMsgKanji919BTex.png,2
THE LEGEND OF ZELDA#670839CF#0#2_all.png,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,0
THE LEGEND OF ZELDA#58FE619F#3#1_all.png,textures/title_static/gFileSelEraseWhichFileJPNTex.png,0
THE LEGEND OF ZELDA#A1777921#3#1_all.png,textures/icon_item_fra_static/gPauseEquipment10FRATex.png,0
THE LEGEND OF ZELDA#70F442C5#0#2_all.png,scenes/shared/hylia_labo_scene/hylia_labo_sceneTex_00C890.png,2
THE LEGEND OF ZELDA#DDAB5344#2#1#B5AE6776_ciByRGBA.png,scenes/shared/ganon_scene/ganon_room_5Tex_007F08.png,0
THE LEGEND OF ZELDA#93668B8C#4#0_all.png,textures/kanji/gMsgKanji8E52Tex.png,2
