glide_file,glide_path,glide_hash,glide_width,glide_height,ng_path,ng_hash,ng_width,ng_height,hamming_distance
THE LEGEND OF ZELDA#3E272F04#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#3E272F04#4#0_all.png,b649b6a449abb45a,384,340,textures/map_i_static/gFireTempleRoom10Floor3MinimapTex.png,b649b6a449abb45a,384,340,0
THE LEGEND OF ZELDA#864273C1#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#864273C1#0#2_all.png,e6e391571ec6c446,512,256,scenes/mq/HIDAN_scene/HIDAN_room_10Tex_015A18.png,e6e391571ec6c446,512,256,0
THE LEGEND OF ZELDA#6EF428EA#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#6EF428EA#0#3_all.png,ccb133cc3c76cc62,256,256,textures/icon_item_static/gItemIconTunicGoronTex.png,ccb133cc3c76cc62,256,256,0
THE LEGEND OF ZELDA#CCB0D120#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#CCB0D120#3#1_all.png,e4a7c237257c2cc9,512,512,scenes/shared/bowling_scene/bowling_sceneTex_00C720.png,e4a78237257c6cc9,512,512,2
THE LEGEND OF ZELDA#CF4B8E9C#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#CF4B8E9C#4#0_all.png,854d5c690dde12fc,512,512,scenes/shared/spot08_scene/spot08_sceneTex_0101A0.png,854d5c690dde12fc,512,512,0
THE LEGEND OF ZELDA#40D7DA0C#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#40D7DA0C#3#1_all.png,c09f3e6061636f4e,128,128,textures/parameter_static/gRupeeCounterIconTex.png,c09f3e6061636f4e,128,128,0
THE LEGEND OF ZELDA#0D0A08A1#2#1#F367E0FA_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#0D0A08A1#2#1#F367E0FA_ciByRGBA.png,bb44b6940bf49aa3,256,256,scenes/shared/spot04_scene/spot04_room_0Tex_016508.png,bb44b6940bf49aa3,256,256,0
THE LEGEND OF ZELDA#76DC28BD#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#76DC28BD#3#0_all.png,86965479e1cd4d69,512,512,scenes/shared/spot20_scene/spot20_sceneTex_010E20.png,86965279e1cd4d69,512,512,2
THE LEGEND OF ZELDA#E53D9F13#2#1#B0E2715A_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#E53D9F13#2#1#B0E2715A_ciByRGBA.png,ba2dc53a4d3534d2,256,256,objects/object_kw1/gKw1EyeOpenTex.png,ba2dc53a4d3534d2,256,256,0
THE LEGEND OF ZELDA#15144A7A#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#15144A7A#0#2_all.png,d78498232b292fdd,256,32,scenes/shared/syatekijyou_scene/syatekijyou_sceneTex_001C40.png,d78498232b292fed,256,32,2
THE LEGEND OF ZELDA#1F553F11#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#1F553F11#4#0_all.png,9.99966996633667E+015,128,128,textures/kanji/gMsgKanji828CLowercaseLTex.png,9.99966996633667E+015,128,128,0
THE LEGEND OF ZELDA#2CAC367B#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#2CAC367B#3#1_all.png,96c3698c843f933b,1024,128,textures/icon_item_nes_static/gPauseToSelectItemENGTex.png,96c3698c843f933b,1024,128,0
THE LEGEND OF ZELDA#6225CEF6#2#0#1659040E_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#6225CEF6#2#0#1659040E_ciByRGBA.png,d9c61751e92e278c,256,128,scenes/shared/spot07_scene/spot07_room_1Tex_008AD8.png,d9c61751e92e278c,256,128,0
THE LEGEND OF ZELDA#38B911C2#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#38B911C2#3#1_all.png,c5df328849a719dc,640,256,textures/icon_item_static/gPauseQuestStatus24Tex.png,c5df328849a719dc,640,256,0
THE LEGEND OF ZELDA#A7F953E1#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#A7F953E1#3#0_all.png,c76431db3c9e9861,384,128,textures/do_action_static/gEnterDoActionENGTex.png,c76431db3c9e9861,384,128,0
THE LEGEND OF ZELDA#388FDF9C#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#388FDF9C#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#5259DDE0#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#5259DDE0#4#0_all.png,cf93349ccb648e26,256,256,scenes/mq/MIZUsin_scene/MIZUsin_room_8Tex_005F98.png,cf93349ccb648e26,256,256,0
THE LEGEND OF ZELDA#F3D3D1F9#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#F3D3D1F9#3#1_all.png,bad0bc7af8522c34,640,256,textures/icon_item_static/gPauseQuestStatus12Tex.png,bad0bc7af8522c34,640,256,0
THE LEGEND OF ZELDA#F3AEF634#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#F3AEF634#3#1_all.png,b16c1fd3a52d6892,512,256,scenes/shared/bowling_scene/bowling_sceneTex_00AF20.png,b16c1fd3a52d6892,512,256,0
THE LEGEND OF ZELDA#2D011F57#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#2D011F57#3#1_all.png,c2c33f3d3cc0c03f,128,128,textures/parameter_static/gHeartQuarterTex.png,c2c33f3d3cc0c03f,128,128,0
THE LEGEND OF ZELDA#E50C9FFB#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#E50C9FFB#3#1_all.png,dd9d42c259c3c43d,192,128,textures/icon_item_dungeon_static/gDungeonMapB1ButtonTex.png,dd9d42c2d943c43d,192,128,2
THE LEGEND OF ZELDA#D8E4C9F9#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#D8E4C9F9#0#2_all.png,919667690f262ed9,64,64,objects/object_zf/object_zf_Tex_00B9A0.png,919663690f266e9b,64,64,4
THE LEGEND OF ZELDA#BF10BCD7#2#0#1556382B_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#BF10BCD7#2#0#1556382B_ciByRGBA.png,dfe44697a201bbb0,128,128,scenes/mq/HIDAN_scene/HIDAN_sceneTex_018BD0.png,dfe44697a201bbb0,128,128,0
THE LEGEND OF ZELDA#D0540287#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#D0540287#0#2_all.png,a8b59feea476c048,256,256,scenes/shared/spot20_scene/spot20_sceneTex_00D1E0.png,a8959feeb476c048,256,256,2
THE LEGEND OF ZELDA#CB7A4A0D#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#CB7A4A0D#0#3_all.png,c19f33e60e34790b,256,256,textures/icon_item_static/gItemIconSilverGauntletsTex.png,c19f33e60e34790b,256,256,0
THE LEGEND OF ZELDA#5600A4F6#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#5600A4F6#0#2_all.png,cf6e304d4cb35b03,256,256,objects/object_spot01_matoya/gKakarikoBOTWStoneTex.png,cf6e304d4cb35b03,256,256,0
THE LEGEND OF ZELDA#922180EE#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#922180EE#0#2_all.png,84ce7b6d2c347472,128,128,objects/object_okuta/gOctorokProjectileTex.png,84ce7b6d2c347472,128,128,0
THE LEGEND OF ZELDA#C8A3DD60#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#C8A3DD60#0#2_all.png,e3009c3f3f3e7460,256,512,scenes/shared/miharigoya_scene/miharigoya_sceneTex_007550.png,e3009c3f3f3e7460,256,512,0
THE LEGEND OF ZELDA#8286C4B1#2#1#EE2BB040_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#8286C4B1#2#1#EE2BB040_ciByRGBA.png,bf8d109da2eb48c9,128,512,scenes/shared/spot04_scene/spot04_room_0Tex_015D08.png,bf8d109da2eb48c9,128,512,0
THE LEGEND OF ZELDA#11D3A6B1#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#11D3A6B1#3#0_all.png,94b63b49c86dc43b,1024,128,textures/item_name_static/gIceArrowItemNameENGTex.png,94b63b49c86dc43b,1024,128,0
THE LEGEND OF ZELDA#53F29314#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#53F29314#4#0_all.png,b5b092b8b9952cce,512,512,scenes/mq/Bmori1_scene/Bmori1_room_0Tex_0064F8.png,b5b092b8b9952cce,512,512,0
THE LEGEND OF ZELDA#470ED29C#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#470ED29C#0#2_all.png,b114a57124eceb8f,256,256,scenes/mq/MIZUsin_scene/MIZUsin_room_0Tex_00DDF8.png,b116a57124ec6b8f,256,256,2
THE LEGEND OF ZELDA#E1FABF2E#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#E1FABF2E#4#0_all.png,b44b4bb5b6494a59,384,340,textures/map_i_static/gFireTempleRoom17MinimapTex.png,b44b4bb5b6494a59,384,340,0
THE LEGEND OF ZELDA#E904F455#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#E904F455#0#2_all.png,899b52dd15c4a733,128,128,objects/object_tite/object_tite_Tex_001700.png,899b52dd15c4a733,128,128,0
THE LEGEND OF ZELDA#F7E0E64C#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#F7E0E64C#3#1_all.png,f8679d629d629862,640,256,textures/icon_item_static/gPauseSelectItem03Tex.png,f8679d629d629862,640,256,0
THE LEGEND OF ZELDA#08261827#2#1#F087D33B_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#08261827#2#1#F087D33B_ciByRGBA.png,c0c43f3f3fc0c03d,128,128,objects/object_gla/gGerudoPurpleDarkFabricTex.png,c0c53f3f3fc0c035,64,64,2
THE LEGEND OF ZELDA#7E49F2C9#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#7E49F2C9#0#2_all.png,9e98616dce9c1c99,128,128,objects/object_wf/gWolfosNormalEyeHalfTex.png,9e9a616dce9418d9,128,128,4
THE LEGEND OF ZELDA#98CB403C#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#98CB403C#0#2_all.png,865f006afd57227a,512,256,scenes/shared/kakusiana_scene/kakusiana_room_11Tex_006848.png,867f006af557227a,512,256,2
THE LEGEND OF ZELDA#84E9C4CA#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#84E9C4CA#0#3_all.png,d2162be97d05e22e,256,256,textures/icon_item_static/gItemIconShieldDekuTex.png,d2162fe97d05e20e,256,256,2
THE LEGEND OF ZELDA#C0748C51#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#C0748C51#3#1_all.png,c5f97b818436e60d,1152,192,textures/g_pn_02/gShadowTempleTitleCardENGTex.png,c5f97b818436e60d,1152,192,0
THE LEGEND OF ZELDA#26068188#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#26068188#4#0_all.png,c1273ed8789bc364,256,192,objects/gameplay_keep/gEffHitMark3Tex.png,c1273ed8789ac36c,256,192,2
THE LEGEND OF ZELDA#555C983C#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#555C983C#3#1_all.png,bcd9ddab1503e824,640,256,textures/icon_item_static/gPauseSelectItem21Tex.png,bcd9ddab1503e824,640,256,0
THE LEGEND OF ZELDA#998F841C#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#998F841C#3#0_all.png,cfcb319c9830ce65,1024,128,textures/item_name_static/gBlueFireItemNameENGTex.png,cfcb319c9830ce65,1024,128,0
THE LEGEND OF ZELDA#1ABCBEA4#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#1ABCBEA4#0#2_all.png,f1ba42cd323c2f62,64,128,scenes/shared/spot04_scene/spot04_room_0Tex_00D508.png,d1ba42ed323c2f62,64,128,2
THE LEGEND OF ZELDA#B359A904#2#1#E28B7F64_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#B359A904#2#1#E28B7F64_ciByRGBA.png,cd91b8e087ece89a,256,256,scenes/mq/ddan_scene/ddan_room_5Tex_004AB8.png,cd91b8e087ece89a,256,256,0
THE LEGEND OF ZELDA#8D27AA1A#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#8D27AA1A#3#0_all.png,aaaad5abd0d502d5,384,304,textures/icon_item_field_static/gWorldMapAreaBox2Tex.png,abaad5abd0d500d5,384,304,2
THE LEGEND OF ZELDA#E2B3BFC6#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#E2B3BFC6#0#2_all.png,a8959ffab476c048,256,256,scenes/shared/spot20_scene/spot20_sceneTex_00D1E0.png,a8959feeb476c048,256,256,2
THE LEGEND OF ZELDA#259F9C7B#2#0#E69A3E1D_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#259F9C7B#2#0#E69A3E1D_ciByRGBA.png,ca1691e6cc99c39e,256,512,objects/object_kibako2/gLargeCrateFragment1Tex.png,ca1691e6cc99c39e,256,512,0
THE LEGEND OF ZELDA#E92679F3#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#E92679F3#3#1_all.png,db8cc0e4fa9226d9,640,256,textures/icon_item_static/gPauseMap21Tex.png,db8cc0e4fa9226d9,640,256,0
THE LEGEND OF ZELDA#22AB4E3A#2#1#9131F6B7_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#22AB4E3A#2#1#9131F6B7_ciByRGBA.png,9f0810ef8eeb854d,256,128,scenes/shared/spot04_scene/spot04_room_0Tex_012F08.png,9f2810cf8eeb854d,256,128,2
THE LEGEND OF ZELDA#74E23A78#2#1#51D0D369_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#74E23A78#2#1#51D0D369_ciByRGBA.png,8fcada3624c93b26,256,128,objects/object_horse/gEponaEyeClosedTex.png,8fcada3624c93b26,256,128,0
THE LEGEND OF ZELDA#B11CB3A7#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#B11CB3A7#4#1_all.png,969c6933364d4b36,64,128,textures/parameter_static/gCounterDigit5Tex.png,969c6933364d4b36,64,128,0
THE LEGEND OF ZELDA#3810A294#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#3810A294#4#0_all.png,851d4417ebe9447e,512,512,scenes/shared/spot20_scene/spot20_sceneTex_00F1E0.png,851d4c15ebe9447e,512,512,2
THE LEGEND OF ZELDA#7B20D62A#2#1#B2385123_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#7B20D62A#2#1#B2385123_ciByRGBA.png,98411ce5b1f6176e,128,512,scenes/shared/spot04_scene/spot04_room_0Tex_016908.png,98411ce5b1f6176e,128,512,0
THE LEGEND OF ZELDA#B19DD292#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#B19DD292#0#3_all.png,c19d6a4b35e83ee0,128,128,textures/icon_item_24_static/gQuestIconKokiriEmeraldTex.png,c19d6a4b35e83ee0,192,192,0
THE LEGEND OF ZELDA#B7B162EF#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#B7B162EF#4#0_all.png,c4233bdccce3e213,128,128,textures/nes_font_static/gMsgChar6ELatinSmallLetterNTex.png,c4233bdccce3e213,128,128,0
THE LEGEND OF ZELDA#F51AE25D#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#F51AE25D#0#2_all.png,9f9f389de062e0e0,32,64,objects/object_xc/object_xcTex_0101D0.png,9f9f389de062e0e0,32,64,0
THE LEGEND OF ZELDA#6251F900#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#6251F900#0#2_all.png,b085d65a1d2f703d,128,128,objects/object_skb/gStalchildEyeSocketTex.png,b085d65a1d2f703d,128,128,0
THE LEGEND OF ZELDA#76234BA4#2#1#2C44807E_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#76234BA4#2#1#2C44807E_ciByRGBA.png,8f8f258f8df00794,256,512,scenes/mq/ddan_scene/ddan_room_0Tex_018C98.png,8f8f078f8df00794,256,512,2
THE LEGEND OF ZELDA#62BE9889#2#1#79E62855_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#62BE9889#2#1#79E62855_ciByRGBA.png,87ea1294cc2c3d77,256,512,scenes/mq/ddan_scene/ddan_room_3Tex_00A838.png,87ea1294cc2c3d77,256,512,0
THE LEGEND OF ZELDA#A97F85FA#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#A97F85FA#0#2_all.png,9ebf60be827d8070,256,256,scenes/mq/MIZUsin_scene/MIZUsin_room_5Tex_004248.png,9ebf60be827d8070,256,256,0
THE LEGEND OF ZELDA#D7F2DB71#2#1#EFD32148_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#D7F2DB71#2#1#EFD32148_ciByRGBA.png,b3ca3cf20bb14eb0,64,64,objects/object_nb/gNabooruCleavageTex.png,b3ca3de20bb14eb0,64,64,2
THE LEGEND OF ZELDA#771A0967#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#771A0967#0#2_all.png,b694b9c10c33bee2,256,512,scenes/shared/turibori_scene/turibori_sceneTex_0116E0.png,b694b9c10c33bee2,256,512,0
THE LEGEND OF ZELDA#C4E62846#2#1#760560A4_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#C4E62846#2#1#760560A4_ciByRGBA.png,9fcc07c730c71c63,32,32,objects/object_gndd/gYoungGanondorfThumbTex.png,9fcc07c730c71c63,32,32,0
THE LEGEND OF ZELDA#5FFB5F5A#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#5FFB5F5A#0#2_all.png,8b3b46ce9aa0b969,256,256,scenes/shared/hylia_labo_scene/hylia_labo_sceneTex_006190.png,8b3b46ce9aa0b969,256,256,0
THE LEGEND OF ZELDA#7B560F40#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#7B560F40#4#0_all.png,926d38c7b39c6139,128,128,textures/kanji/gMsgKanji8291LowercaseQTex.png,926d38c3b39c6179,128,128,2
THE LEGEND OF ZELDA#870339BE#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#870339BE#0#2_all.png,bbd04ac4943b46b7,512,256,objects/object_jya_door/gSpiritDoorTex.png,bbd04ac4942b66b7,512,256,2
THE LEGEND OF ZELDA#8FD92088#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#8FD92088#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#6A3EC4FC#2#1#C939D4D8_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#6A3EC4FC#2#1#C939D4D8_ciByRGBA.png,ab8d51525e3c85b5,256,256,scenes/mq/bdan_scene/bdan_room_0Tex_0039B8.png,ab8d51525e3c85b5,256,256,0
THE LEGEND OF ZELDA#A393E42E#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#A393E42E#3#1_all.png,86965479e1cd4d69,512,512,scenes/shared/spot20_scene/spot20_sceneTex_010E20.png,86965279e1cd4d69,512,512,2
THE LEGEND OF ZELDA#9A02151D#2#0#4271072C_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#9A02151D#2#0#4271072C_ciByRGBA.png,89889dc57e2e6715,512,512,objects/object_bombiwa/object_bombiwa_Tex_000020.png,89889dc57e2e6715,512,512,0
THE LEGEND OF ZELDA#B58A2E78#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#B58A2E78#3#0_all.png,921969c6ce6c9e39,1024,128,textures/item_name_static/gGoronMaskItemNameENGTex.png,921969c6ce6c9e39,1024,128,0
THE LEGEND OF ZELDA#56B39092#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#56B39092#0#2_all.png,cfcbb030e3ce1ec0,256,256,objects/gameplay_dangeon_keep/gEyeSwitchGoldClosedTex.png,cfcbb030e3ce1ec0,256,256,0
THE LEGEND OF ZELDA#D07DA110#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#D07DA110#0#2_all.png,f46cf48afac2e015,256,128,objects/object_spot01_objects/gKakarikoWellArchTex.png,f46cf48afac2e015,256,128,0
THE LEGEND OF ZELDA#BBB35177#2#1#984720AC_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#BBB35177#2#1#984720AC_ciByRGBA.png,f0d2dce00cb591fc,256,512,scenes/mq/Bmori1_scene/Bmori1_room_13Tex_0054D0.png,f0d2dce00cb591fc,256,512,0
THE LEGEND OF ZELDA#E7D963C3#2#0#1556382B_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#E7D963C3#2#0#1556382B_ciByRGBA.png,f9f3b3e4865010ce,128,128,scenes/mq/HIDAN_scene/HIDAN_sceneTex_0189D0.png,f9f3b3e4865010ce,128,128,0
THE LEGEND OF ZELDA#CD903F58#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#CD903F58#3#0_all.png,ccc6339999339c66,1024,128,textures/map_name_static/gMarketPointNameENGTex.png,ccc6339999339c66,1024,128,0
THE LEGEND OF ZELDA#04D55F2A#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#04D55F2A#0#2_all.png,d18466dae570b43e,256,512,overlays/ovl_Boss_Dodongo/sLavaFloorRockTex.png,d18466dae570b43e,256,512,0
THE LEGEND OF ZELDA#21EFC4DF#2#1#8D11AF56_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#21EFC4DF#2#1#8D11AF56_ciByRGBA.png,ed52d2a5a5685b46,512,256,objects/object_link_child/gLinkChildEyesUnk1Tex.png,ed52d2a5a5685a56,512,256,2
THE LEGEND OF ZELDA#66661CCE#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#66661CCE#0#2_all.png,dd0f02e21fb0263f,256,512,scenes/mq/HAKAdanCH_scene/HAKAdanCH_room_5Tex_001190.png,dd0f02e21fb0263f,256,512,0
THE LEGEND OF ZELDA#3FBD9E82#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#3FBD9E82#3#1_all.png,c2c3693c961df4c3,384,128,textures/title_static/gFileSelStereoFRATex.png,c2c3793c963de0c3,384,128,4
THE LEGEND OF ZELDA#315273BC#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#315273BC#3#1_all.png,9b62306d659e9e64,640,256,textures/map_name_static/gGerudoValleyPositionNameENGTex.png,9b62306d659e9e64,640,256,0
THE LEGEND OF ZELDA#C5BAAFBC#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#C5BAAFBC#3#1_all.png,d0c40f8f353c347d,128,128,textures/parameter_static/gOcarinaBtnIconCDownTex.png,d0c40f8f353c347d,128,128,0
THE LEGEND OF ZELDA#1F9495A9#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#1F9495A9#0#3_all.png,cc371ec0371ee06d,256,256,textures/icon_item_static/gItemIconBootsHoverTex.png,cc373ec0371e606b,256,256,4
THE LEGEND OF ZELDA#86630C63#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#86630C63#0#3_all.png,c4f03c0f331973e6,128,128,textures/icon_item_24_static/gQuestIconGoronRubyTex.png,c4f03c0f331973e6,192,192,0
THE LEGEND OF ZELDA#F6764D8D#2#1#762A9B7E_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#F6764D8D#2#1#762A9B7E_ciByRGBA.png,958b324b519d7cac,256,256,scenes/mq/ddan_scene/gDCLavaFloor4Tex.png,95cb324b419d7cac,256,256,2
THE LEGEND OF ZELDA#7A84A408#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#7A84A408#0#2_all.png,cf4fb073b070b0b8,32,256,scenes/shared/spot00_scene/spot00_sceneTex_028198.png,cf4fb033b033b0b8,32,256,4
THE LEGEND OF ZELDA#A3BC633B#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#A3BC633B#0#3_all.png,c09d6a4b3de83ee0,192,192,textures/icon_item_24_static/gQuestIconKokiriEmeraldTex.png,c19d6a4b35e83ee0,192,192,2
THE LEGEND OF ZELDA#FE526634#2#1#AA5A05C1_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#FE526634#2#1#AA5A05C1_ciByRGBA.png,9a3061c6a59e973d,256,256,objects/object_gla/gGerudoPurpleEyeClosedTex.png,9a3061c6a59e973d,256,256,0
THE LEGEND OF ZELDA#1B90E64E#2#1#67629693_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#1B90E64E#2#1#67629693_ciByRGBA.png,aa2a8a2a8080a20a,512,256,scenes/mq/jyasinzou_scene/jyasinzou_room_25Tex_013B98.png,aa2a8a2a8080a20a,512,256,0
THE LEGEND OF ZELDA#FC8C2DA5#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#FC8C2DA5#0#2_all.png,91593b3e3e330b0b,256,256,objects/object_ice_objects/object_ice_objects_Tex_004150.png,91593b3e3e330b0b,256,256,0
THE LEGEND OF ZELDA#B27A7C04#2#1#277927F2_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#B27A7C04#2#1#277927F2_ciByRGBA.png,d52b2d3532d24ad9,256,512,scenes/shared/spot20_scene/spot20_sceneTex_00C9E0.png,d52b2d3532d24ad9,256,512,0
THE LEGEND OF ZELDA#61A7196D#2#0#ED35440D_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#61A7196D#2#0#ED35440D_ciByRGBA.png,e567a8dca7ca2c81,512,256,scenes/shared/spot07_scene/spot07_room_1Tex_008BD8.png,e567a8dca7ca2c81,512,256,0
THE LEGEND OF ZELDA#DC889C1B#2#1#A659E665_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#DC889C1B#2#1#A659E665_ciByRGBA.png,91f0b547267e4e51,128,256,scenes/shared/spot17_scene/spot17_sceneTex_00FCD8.png,91f0b547267e4e51,128,256,0
THE LEGEND OF ZELDA#0F2813F0#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#0F2813F0#0#2_all.png,fdbdbcf48400b846,256,256,scenes/mq/Bmori1_scene/Bmori1_room_2Tex_00CF80.png,fdbdbcf48400b846,256,256,0
THE LEGEND OF ZELDA#B805C532#2#1#C4996C60_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#B805C532#2#1#C4996C60_ciByRGBA.png,9c9d9d9585656163,64,64,objects/object_gla/gGerudoPurpleGlaiveGuard.png,9c9d9d9585656562,64,64,2
THE LEGEND OF ZELDA#55A61E9C#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#55A61E9C#3#1_all.png,d69f2d60c269d82b,1024,128,textures/title_static/gFileSelEraseWhichFileENGTex.png,d69f2d60c269d82b,1024,128,0
THE LEGEND OF ZELDA#94BAE8B2#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#94BAE8B2#4#0_all.png,cccc33cc33333333,128,128,textures/kanji/gMsgKanji8268CapitalITex.png,cccc33cc33333333,128,128,0
THE LEGEND OF ZELDA#84C9C2DD#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#84C9C2DD#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#9D2EE0FB#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#9D2EE0FB#0#2_all.png,9364937a833af466,32,64,objects/object_dodojr/object_dodojr_Tex_001900.png,9364937a833af466,32,64,0
THE LEGEND OF ZELDA#BA46F7C3#2#0#ED35440D_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#BA46F7C3#2#0#ED35440D_ciByRGBA.png,c5de27593827274c,512,256,scenes/shared/spot07_scene/spot07_sceneTex_004F98.png,c5de27593827274c,512,256,0
